symbol,entry_date,entry_time,prev_close,gap_pct,first_candle_high,first_candle_low,entry,sl,tp,quantity,position_value,risk_amount,exit_date,exit_time,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
EMCURE,2026-06-23,2026-06-23 09:15:00,1791.0,1.57,1902.7,1819.2,1904.6,1819.2,2032.7,29,55233.4,2476.6,2026-06-24,2026-06-24 10:15:00,1819.2,SL_HIT,-2476.6,-1.0,1
EMMVEE,2026-05-25,2026-05-25 09:15:00,264.3,1.59,277.7,265.25,277.98,265.25,297.08,196,54484.08,2495.08,2026-05-26,2026-05-26 09:15:00,297.08,TP_HIT,3743.6,1.5,1
EMMVEE,2026-05-26,2026-05-26 09:15:00,290.25,1.38,302.5,292.15,302.8,292.15,318.78,234,70855.2,2492.1,2026-05-29,2026-05-29 09:15:00,318.78,TP_HIT,3739.32,1.5,3
EMMVEE,2026-06-04,2026-06-04 09:15:00,327.7,1.01,341.35,328.2,341.69,328.2,361.93,185,63212.65,2495.65,2026-06-05,2026-06-05 10:15:00,328.2,SL_HIT,-2495.65,-1.0,1
ENDURANCE,2026-05-25,2026-05-25 09:15:00,2721.8,1.26,2785.0,2748.2,2787.78,2748.2,2847.15,35,97572.3,1385.3,2026-05-26,2026-05-26 09:15:00,2748.2,SL_HIT,-1385.3,-1.0,1
ENGINERSIN,2026-05-25,2026-05-25 09:15:00,216.0,1.48,225.0,216.65,225.22,216.65,238.07,291,65539.02,2493.87,2026-05-27,2026-05-27 09:15:00,238.07,TP_HIT,3739.35,1.5,2
FACT,2026-06-10,2026-06-10 09:15:00,876.05,1.39,929.0,888.25,929.93,888.25,992.45,59,54865.87,2459.12,2026-06-11,2026-06-11 09:15:00,888.25,SL_HIT,-2459.12,-1.0,1
FACT,2026-06-12,2026-06-12 09:15:00,889.2,1.44,909.3,886.7,910.21,886.7,945.48,106,96482.26,2492.06,2026-06-15,2026-06-15 15:15:00,906.75,TIME_EXIT,-366.76,-0.15,3
FINCABLES,2026-05-25,2026-05-25 09:15:00,1031.2,1.63,1088.6,1041.5,1089.69,1041.5,1161.98,51,55574.19,2457.69,2026-05-27,2026-05-27 12:15:00,1161.98,TP_HIT,3686.79,1.5,2
FINCABLES,2026-06-22,2026-06-22 09:15:00,1164.3,1.18,1200.0,1162.1,1201.2,1162.1,1259.85,63,75675.6,2463.3,2026-06-23,2026-06-23 11:15:00,1162.1,SL_HIT,-2463.3,-1.0,1
FSL,2026-05-25,2026-05-25 09:15:00,268.6,1.27,282.05,266.02,282.33,266.02,306.79,153,43196.49,2495.43,2026-05-27,2026-05-27 09:15:00,266.02,SL_HIT,-2495.43,-1.0,2
FIVESTAR,2026-06-15,2026-06-15 09:15:00,439.15,4.29,475.2,450.25,475.68,450.25,513.83,98,46616.64,2492.14,2026-06-18,2026-06-18 12:15:00,513.83,TP_HIT,3738.7,1.5,3
GAIL,2026-05-25,2026-05-25 09:15:00,160.77,1.34,170.5,162.7,170.67,162.7,182.62,313,53419.71,2494.61,2026-05-29,2026-05-29 15:15:00,165.81,TIME_EXIT,-1521.18,-0.61,4
GAIL,2026-06-15,2026-06-15 09:15:00,170.5,1.47,176.3,172.11,176.48,172.11,183.03,566,99887.68,2473.42,2026-06-18,2026-06-18 15:15:00,176.0,TIME_EXIT,-271.68,-0.11,3
GVT&D,2026-05-20,2026-05-20 09:15:00,4385.3,1.48,4778.9,4414.3,4783.68,4414.3,5337.75,6,28702.08,2216.28,2026-05-25,2026-05-25 15:15:00,4770.0,TIME_EXIT,-82.08,-0.04,5
GMRAIRPORT,2026-05-29,2026-05-29 09:15:00,97.84,4.25,104.14,99.56,104.24,99.56,111.26,534,55664.16,2499.12,2026-06-01,2026-06-01 09:15:00,99.56,SL_HIT,-2499.12,-1.0,3
GMRAIRPORT,2026-06-16,2026-06-16 09:15:00,106.66,1.13,110.5,107.63,110.61,107.63,115.08,838,92691.18,2497.24,2026-06-17,2026-06-17 09:15:00,107.63,SL_HIT,-2497.24,-1.0,1
GABRIEL,2026-06-15,2026-06-15 09:15:00,1040.6,2.06,1083.2,1055.7,1084.28,1055.7,1127.15,87,94332.36,2486.46,2026-06-16,2026-06-16 09:15:00,1127.15,TP_HIT,3729.69,1.5,1
GABRIEL,2026-06-22,2026-06-22 09:15:00,1197.4,1.47,1234.0,1209.0,1235.23,1209.0,1274.58,80,98818.4,2098.4,2026-06-23,2026-06-23 15:15:00,1209.0,SL_HIT,-2098.4,-1.0,1
GRSE,2026-06-22,2026-06-22 09:15:00,2798.3,2.24,2934.7,2861.0,2937.63,2861.0,3052.58,32,94004.16,2452.16,2026-06-23,2026-06-23 09:15:00,2861.0,SL_HIT,-2452.16,-1.0,1
MEDANTA,2026-05-15,2026-05-15 09:15:00,1211.9,1.82,1243.9,1220.9,1245.14,1220.9,1281.5,80,99611.2,1939.2,2026-05-18,2026-05-18 10:15:00,1220.9,SL_HIT,-1939.2,-1.0,3
GPIL,2026-05-20,2026-05-20 09:15:00,290.55,3.24,307.0,291.5,307.31,291.5,331.02,158,48554.98,2497.98,2026-05-22,2026-05-22 09:15:00,291.5,SL_HIT,-2497.98,-1.0,2
GODREJIND,2026-05-14,2026-05-14 09:15:00,1073.15,1.15,1198.4,1078.0,1199.6,1078.0,1382.0,20,23992.0,2432.0,2026-05-18,2026-05-18 15:15:00,1156.05,TIME_EXIT,-871.0,-0.36,4
GODREJPROP,2026-06-15,2026-06-15 09:15:00,1691.4,2.1,1785.6,1723.2,1787.39,1723.2,1883.68,38,67920.82,2439.22,2026-06-18,2026-06-18 15:15:00,1811.0,TIME_EXIT,897.18,0.37,3
GRANULES,2026-06-23,2026-06-23 09:15:00,778.4,1.36,803.9,786.2,804.7,786.2,832.45,124,99782.8,2294.0,2026-06-24,2026-06-24 09:15:00,786.2,SL_HIT,-2294.0,-1.0,1
GRASIM,2026-05-21,2026-05-21 09:15:00,2971.1,3.02,3103.5,3021.0,3106.6,3021.0,3235.0,29,90091.4,2482.4,2026-05-25,2026-05-25 15:15:00,3172.0,TIME_EXIT,1896.6,0.76,4
GRAVITA,2026-05-06,2026-05-06 09:15:00,1722.3,1.61,1779.1,1736.4,1780.88,1736.4,1847.6,56,99729.28,2490.88,2026-05-08,2026-05-08 09:15:00,1736.4,SL_HIT,-2490.88,-1.0,2
GRAVITA,2026-06-18,2026-06-18 09:15:00,1668.9,1.05,1703.4,1678.0,1705.1,1678.0,1745.75,58,98895.8,1571.8,2026-06-19,2026-06-19 10:15:00,1745.75,TP_HIT,2357.7,1.5,1
GESHIP,2026-05-15,2026-05-15 09:15:00,1484.9,4.38,1642.7,1550.0,1644.34,1550.0,1785.85,26,42752.84,2452.84,2026-05-18,2026-05-18 09:15:00,1550.0,SL_HIT,-2452.84,-1.0,3
HBLENGINE,2026-06-15,2026-06-15 09:15:00,774.3,2.29,807.7,792.05,808.51,792.05,833.2,123,99446.73,2024.58,2026-06-16,2026-06-16 09:15:00,792.05,SL_HIT,-2024.58,-1.0,1
HBLENGINE,2026-06-25,2026-06-25 09:15:00,823.1,1.08,838.85,825.1,839.69,825.1,861.58,119,99923.11,1736.21,2026-06-29,2026-06-29 09:15:00,825.1,SL_HIT,-1736.21,-1.0,4
HDBFS,2026-06-15,2026-06-15 09:15:00,641.0,2.03,699.0,654.0,699.7,654.0,768.25,54,37783.8,2467.8,2026-06-18,2026-06-18 15:15:00,696.45,TIME_EXIT,-175.5,-0.07,3
HDFCAMC,2026-06-15,2026-06-15 09:15:00,2455.9,1.8,2579.9,2499.0,2582.48,2499.0,2707.7,29,74891.92,2420.92,2026-06-17,2026-06-17 14:15:00,2707.7,TP_HIT,3631.38,1.5,2
HFCL,2026-05-07,2026-05-07 09:15:00,141.46,1.76,146.79,140.21,146.94,140.21,157.03,371,54514.74,2496.83,2026-05-08,2026-05-08 13:15:00,140.21,SL_HIT,-2496.83,-1.0,1
HFCL,2026-05-12,2026-05-12 09:15:00,148.46,1.4,152.99,147.5,153.14,147.5,161.6,443,67841.02,2498.52,2026-05-13,2026-05-13 09:15:00,147.5,SL_HIT,-2498.52,-1.0,1
HFCL,2026-06-16,2026-06-16 09:15:00,180.45,1.97,187.86,181.5,188.05,181.5,197.88,381,71647.05,2495.55,2026-06-18,2026-06-18 09:15:00,197.88,TP_HIT,3745.23,1.5,2
HFCL,2026-06-19,2026-06-19 09:15:00,199.63,3.69,209.61,204.01,209.82,204.01,218.53,430,90222.6,2498.3,2026-06-22,2026-06-22 09:15:00,218.53,TP_HIT,3745.3,1.5,3
HFCL,2026-06-25,2026-06-25 09:15:00,204.77,2.46,215.0,209.51,215.21,209.51,223.76,438,94261.98,2496.6,2026-06-29,2026-06-29 09:15:00,209.51,SL_HIT,-2496.6,-1.0,4
HINDALCO,2026-05-27,2026-05-27 09:15:00,1103.8,1.31,1153.5,1118.3,1154.65,1118.3,1209.18,68,78516.2,2471.8,2026-06-01,2026-06-01 15:15:00,1142.0,TIME_EXIT,-860.2,-0.35,5
HINDCOPPER,2026-05-07,2026-05-07 09:15:00,550.5,1.18,584.0,556.0,584.58,556.0,627.45,87,50858.46,2486.46,2026-05-11,2026-05-11 15:15:00,572.6,TIME_EXIT,-1042.26,-0.42,4
HINDCOPPER,2026-05-13,2026-05-13 09:15:00,564.2,2.8,590.7,577.0,591.29,577.0,612.72,169,99928.01,2415.01,2026-05-14,2026-05-14 09:15:00,612.72,TP_HIT,3621.67,1.5,1
HINDCOPPER,2026-05-18,2026-05-18 09:15:00,570.25,1.71,591.9,574.45,592.49,574.45,619.55,138,81763.62,2489.52,2026-05-19,2026-05-19 11:15:00,574.45,SL_HIT,-2489.52,-1.0,1
HINDPETRO,2026-05-25,2026-05-25 09:15:00,389.65,3.43,412.55,403.0,412.96,403.0,427.9,242,99936.32,2410.32,2026-05-26,2026-05-26 09:15:00,403.0,SL_HIT,-2410.32,-1.0,1
HINDPETRO,2026-06-17,2026-06-17 09:15:00,401.8,1.17,410.5,401.8,410.91,401.8,424.58,243,99851.13,2213.73,2026-06-18,2026-06-18 11:15:00,401.8,SL_HIT,-2213.73,-1.0,1
HINDZINC,2026-05-12,2026-05-12 09:15:00,629.1,2.85,651.5,641.8,652.15,641.8,667.67,153,99778.95,1583.55,2026-05-13,2026-05-13 09:15:00,667.67,TP_HIT,2374.56,1.5,1
HINDZINC,2026-05-13,2026-05-13 09:15:00,641.9,2.82,676.8,659.95,677.48,659.95,703.77,142,96202.16,2489.26,2026-05-15,2026-05-15 09:15:00,659.95,SL_HIT,-2489.26,-1.0,2
POWERINDIA,2026-05-21,2026-05-21 09:15:00,35525.0,1.28,36695.0,35950.0,36731.69,35950.0,37904.23,2,73463.38,1563.38,2026-05-22,2026-05-22 09:15:00,35950.0,SL_HIT,-1563.38,-1.0,1
POWERINDIA,2026-06-04,2026-06-04 09:15:00,35190.0,1.46,36650.0,35510.0,36686.65,35510.0,38451.62,2,73373.3,2353.3,2026-06-08,2026-06-08 09:15:00,35510.0,SL_HIT,-2353.3,-1.0,4
HOMEFIRST,2026-05-06,2026-05-06 09:15:00,1186.9,1.02,1228.2,1199.0,1229.43,1199.0,1275.08,81,99583.83,2464.83,2026-05-07,2026-05-07 09:15:00,1199.0,SL_HIT,-2464.83,-1.0,1
HONASA,2026-06-25,2026-06-25 09:15:00,415.95,1.07,428.9,416.0,429.33,416.0,449.32,187,80284.71,2492.71,2026-06-29,2026-06-29 15:15:00,443.85,TIME_EXIT,2715.24,1.09,4
HONAUT,2026-05-21,2026-05-21 09:15:00,30180.0,4.37,33095.0,31385.0,33128.09,31385.0,35742.72,1,33128.09,1743.09,2026-05-22,2026-05-22 09:15:00,35742.72,TP_HIT,2614.63,1.5,1
HUDCO,2026-06-15,2026-06-15 09:15:00,205.68,1.32,212.4,208.0,212.61,208.0,219.53,470,99926.7,2166.7,2026-06-18,2026-06-18 15:15:00,211.5,TIME_EXIT,-521.7,-0.24,3
HUDCO,2026-07-01,2026-07-01 09:15:00,205.02,1.75,211.4,207.1,211.61,207.1,218.38,472,99879.92,2128.72,2026-07-02,2026-07-02 14:15:00,207.1,SL_HIT,-2128.72,-1.0,1
IDFCFIRSTB,2026-06-09,2026-06-09 09:15:00,71.43,1.26,74.5,72.05,74.57,72.05,78.35,992,73973.44,2499.84,2026-06-12,2026-06-12 15:15:00,77.0,TIME_EXIT,2410.56,0.96,3
IFCI,2026-06-12,2026-06-12 09:15:00,70.48,2.58,75.1,72.3,75.18,72.3,79.5,868,65256.24,2499.84,2026-06-15,2026-06-15 09:15:00,79.5,TP_HIT,3749.76,1.5,3
IFCI,2026-06-15,2026-06-15 09:15:00,84.57,3.67,89.67,84.7,89.76,84.7,97.35,494,44341.44,2499.64,2026-06-18,2026-06-18 11:15:00,84.7,SL_HIT,-2499.64,-1.0,3
IIFL,2026-06-03,2026-06-03 09:15:00,479.45,1.23,498.75,482.85,499.25,482.85,523.85,152,75886.0,2492.8,2026-06-04,2026-06-04 09:15:00,523.85,TP_HIT,3739.2,1.5,1
IIFL,2026-06-12,2026-06-12 09:15:00,491.1,1.81,519.05,500.0,519.57,500.0,548.93,127,65985.39,2485.39,2026-06-15,2026-06-15 15:15:00,523.85,TIME_EXIT,543.56,0.22,3
ITCHOTELS,2026-06-22,2026-06-22 09:15:00,170.92,1.22,177.85,172.21,178.03,172.21,186.76,429,76374.87,2496.78,2026-06-25,2026-06-25 15:15:00,173.99,TIME_EXIT,-1733.16,-0.69,3
INOXWIND,2026-05-06,2026-05-06 09:15:00,104.47,1.05,107.43,104.41,107.54,104.41,112.24,798,85816.92,2497.74,2026-05-08,2026-05-08 10:15:00,104.41,SL_HIT,-2497.74,-1.0,2
INTELLECT,2026-05-06,2026-05-06 09:15:00,754.0,1.09,789.3,762.0,790.09,762.0,832.23,88,69527.92,2471.92,2026-05-08,2026-05-08 14:15:00,832.23,TP_HIT,3708.32,1.5,2
INTELLECT,2026-05-08,2026-05-08 09:15:00,782.15,1.27,811.05,787.5,811.86,787.5,848.4,102,82809.72,2484.72,2026-05-11,2026-05-11 09:15:00,787.5,SL_HIT,-2484.72,-1.0,3
INDIGO,2026-06-12,2026-06-12 09:15:00,4502.4,2.15,4680.0,4561.7,4684.68,4561.7,4869.15,20,93693.6,2459.6,2026-06-15,2026-06-15 09:15:00,4869.15,TP_HIT,3689.4,1.5,3
INDIGO,2026-06-15,2026-06-15 09:15:00,4709.7,2.34,4930.0,4810.1,4934.93,4810.1,5122.18,20,98698.6,2496.6,2026-06-18,2026-06-18 15:15:00,5014.0,TIME_EXIT,1581.4,0.63,3
INDIGO,2026-06-25,2026-06-25 09:15:00,5207.2,1.11,5417.9,5265.0,5423.32,5265.0,5660.8,15,81349.8,2374.8,2026-06-29,2026-06-29 15:15:00,5337.3,TIME_EXIT,-1290.3,-0.54,4
IGIL,2026-05-21,2026-05-21 09:15:00,352.3,1.9,377.95,359.0,378.33,359.0,407.32,129,48804.57,2493.57,2026-05-25,2026-05-25 15:15:00,372.5,TIME_EXIT,-752.07,-0.3,4
JKCEMENT,2026-05-06,2026-05-06 09:15:00,5286.5,1.01,5474.0,5302.5,5479.47,5302.5,5744.93,14,76712.58,2477.58,2026-05-11,2026-05-11 15:15:00,5460.5,TIME_EXIT,-265.58,-0.11,5
JBMA,2026-05-11,2026-05-11 09:15:00,649.9,1.4,697.9,653.1,698.6,653.1,766.85,54,37724.4,2457.0,2026-05-12,2026-05-12 13:15:00,653.1,SL_HIT,-2457.0,-1.0,1
JBMA,2026-06-01,2026-06-01 09:15:00,621.45,1.21,661.65,629.0,662.31,629.0,712.27,75,49673.25,2498.25,2026-06-04,2026-06-04 09:15:00,712.27,TP_HIT,3747.0,1.5,3
JBMA,2026-06-04,2026-06-04 09:15:00,669.25,3.1,718.6,690.0,719.32,690.0,763.3,85,61142.2,2492.2,2026-06-05,2026-06-05 09:15:00,690.0,SL_HIT,-2492.2,-1.0,1
JBMA,2026-06-12,2026-06-12 09:15:00,644.85,1.12,689.95,652.05,690.64,652.05,748.53,64,44200.96,2469.76,2026-06-15,2026-06-15 15:15:00,683.9,TIME_EXIT,-431.36,-0.17,3
JSWCEMENT,2026-05-22,2026-05-22 09:15:00,127.46,2.07,142.0,130.1,142.14,130.1,160.2,207,29422.98,2492.28,2026-05-25,2026-05-25 15:15:00,133.98,TIME_EXIT,-1689.12,-0.68,3
JSWENERGY,2026-05-19,2026-05-19 09:15:00,529.05,1.11,538.7,529.05,539.24,529.05,554.53,185,99759.4,1885.15,2026-05-20,2026-05-20 09:15:00,529.05,SL_HIT,-1885.15,-1.0,1
JSWENERGY,2026-05-27,2026-05-27 09:15:00,576.0,1.04,595.3,579.1,595.9,579.1,621.1,148,88193.2,2486.4,2026-06-01,2026-06-01 15:15:00,583.9,TIME_EXIT,-1776.0,-0.71,5
JSWINFRA,2026-05-22,2026-05-22 09:15:00,265.45,2.03,279.0,268.25,279.28,268.25,295.82,226,63117.28,2492.78,2026-05-25,2026-05-25 15:15:00,278.0,TIME_EXIT,-289.28,-0.12,3
JSWINFRA,2026-05-25,2026-05-25 09:15:00,274.6,1.77,281.75,276.55,282.03,276.55,290.25,354,99838.62,1939.92,2026-05-26,2026-05-26 09:15:00,276.55,SL_HIT,-1939.92,-1.0,1
JSWSTEEL,2026-05-14,2026-05-14 09:15:00,1274.9,1.02,1304.6,1281.9,1305.9,1281.9,1341.9,76,99248.4,1824.0,2026-05-15,2026-05-15 13:15:00,1281.9,SL_HIT,-1824.0,-1.0,1
J&KBANK,2026-06-15,2026-06-15 09:15:00,157.4,2.01,163.2,159.31,163.36,159.31,169.44,612,99976.32,2478.6,2026-06-16,2026-06-16 09:15:00,159.31,SL_HIT,-2478.6,-1.0,1
JINDALSAW,2026-06-15,2026-06-15 09:15:00,238.5,2.31,251.55,244.0,251.8,244.0,263.5,320,80576.0,2496.0,2026-06-16,2026-06-16 09:15:00,244.0,SL_HIT,-2496.0,-1.0,1
JWL,2026-05-25,2026-05-25 09:15:00,276.95,1.1,289.95,280.0,290.24,280.0,305.6,244,70818.56,2498.56,2026-05-27,2026-05-27 12:15:00,305.6,TP_HIT,3747.84,1.5,2
KPRMILL,2026-06-01,2026-06-01 09:15:00,966.5,2.62,1008.95,981.85,1009.96,981.85,1052.12,88,88876.48,2473.68,2026-06-02,2026-06-02 09:15:00,981.85,SL_HIT,-2473.68,-1.0,1
KAJARIACER,2026-05-06,2026-05-06 09:15:00,1062.4,1.66,1115.0,1077.9,1116.11,1077.9,1173.42,65,72547.15,2483.65,2026-05-11,2026-05-11 15:15:00,1096.2,TIME_EXIT,-1294.15,-0.52,5
KAJARIACER,2026-06-17,2026-06-17 09:15:00,1139.1,1.13,1156.9,1136.4,1158.06,1136.4,1190.55,86,99593.16,1862.76,2026-06-22,2026-06-22 15:15:00,1166.0,TIME_EXIT,682.84,0.37,5
KPIL,2026-05-15,2026-05-15 09:15:00,1226.6,2.71,1282.4,1235.2,1283.68,1235.2,1356.4,51,65467.68,2472.48,2026-05-18,2026-05-18 09:15:00,1235.2,SL_HIT,-2472.48,-1.0,3
KPIL,2026-06-23,2026-06-23 09:15:00,1439.7,1.41,1479.6,1446.5,1481.08,1446.5,1532.95,67,99232.36,2316.86,2026-06-24,2026-06-24 09:15:00,1446.5,SL_HIT,-2316.86,-1.0,1
KPIL,2026-06-30,2026-06-30 09:15:00,1346.1,1.58,1405.2,1356.6,1406.61,1356.6,1481.62,49,68923.89,2450.49,2026-07-01,2026-07-01 09:15:00,1356.6,SL_HIT,-2450.49,-1.0,1
KARURVYSYA,2026-06-12,2026-06-12 09:15:00,275.85,1.5,285.4,277.75,285.69,277.75,297.6,314,89706.66,2493.16,2026-06-15,2026-06-15 09:15:00,297.6,TP_HIT,3739.74,1.5,3
KIRLOSENG,2026-06-15,2026-06-15 09:15:00,1890.5,3.3,1975.0,1914.8,1976.97,1914.8,2070.23,40,79078.8,2486.8,2026-06-16,2026-06-16 15:15:00,1914.8,SL_HIT,-2486.8,-1.0,1
KIRLOSENG,2026-06-23,2026-06-23 09:15:00,2389.8,4.65,2720.0,2500.0,2722.72,2500.0,3056.8,11,29949.92,2449.92,2026-06-24,2026-06-24 09:15:00,2500.0,SL_HIT,-2449.92,-1.0,1
KIMS,2026-06-30,2026-06-30 09:15:00,805.45,1.06,832.9,808.3,833.73,808.3,871.88,98,81705.54,2492.14,2026-07-03,2026-07-03 15:15:00,852.0,TIME_EXIT,1790.46,0.72,3
LTF,2026-05-06,2026-05-06 09:15:00,290.45,1.57,303.0,294.45,303.3,294.45,316.58,282,85530.6,2495.7,2026-05-11,2026-05-11 14:15:00,294.45,SL_HIT,-2495.7,-1.0,5
LTF,2026-06-15,2026-06-15 09:15:00,275.95,2.52,297.3,282.35,297.6,282.35,320.48,163,48508.8,2485.75,2026-06-18,2026-06-18 15:15:00,287.0,TIME_EXIT,-1727.8,-0.7,3
LT,2026-05-25,2026-05-25 09:15:00,3926.6,1.11,4032.0,3961.5,4036.03,3961.5,4147.83,24,96864.72,1788.72,2026-05-29,2026-05-29 15:15:00,4090.0,TIME_EXIT,1295.28,0.72,4
LT,2026-06-12,2026-06-12 09:15:00,3862.0,1.76,4009.8,3921.0,4013.81,3921.0,4153.02,24,96331.44,2227.44,2026-06-15,2026-06-15 09:15:00,4153.02,TP_HIT,3341.04,1.5,3
LT,2026-06-15,2026-06-15 09:15:00,4049.3,1.99,4194.7,4130.0,4198.89,4130.0,4302.23,23,96574.47,1584.47,2026-06-18,2026-06-18 15:15:00,4196.0,TIME_EXIT,-66.47,-0.04,3
THELEELA,2026-06-12,2026-06-12 09:15:00,406.65,1.7,419.45,409.3,419.87,409.3,435.73,236,99089.32,2494.52,2026-06-15,2026-06-15 09:15:00,435.73,TP_HIT,3742.96,1.5,3
THELEELA,2026-06-15,2026-06-15 09:15:00,429.8,1.21,463.0,433.0,463.46,433.0,509.15,82,38003.72,2497.72,2026-06-18,2026-06-18 15:15:00,457.7,TIME_EXIT,-472.32,-0.19,3
THELEELA,2026-06-22,2026-06-22 09:15:00,494.2,1.66,511.0,492.5,511.51,492.5,540.02,131,67007.81,2490.31,2026-06-23,2026-06-23 09:15:00,492.5,SL_HIT,-2490.31,-1.0,1
LEMONTREE,2026-06-22,2026-06-22 09:15:00,113.04,1.24,118.58,114.0,118.7,114.0,125.75,531,63029.7,2495.7,2026-06-25,2026-06-25 15:15:00,119.15,TIME_EXIT,238.95,0.1,3
LICI,2026-05-25,2026-05-25 09:15:00,397.2,1.81,413.55,401.3,413.96,401.3,432.95,197,81550.12,2494.02,2026-05-27,2026-05-27 11:15:00,401.3,SL_HIT,-2494.02,-1.0,2
LINDEINDIA,2026-05-29,2026-05-29 09:15:00,7259.0,1.67,7565.0,7296.5,7572.56,7296.5,7986.65,9,68153.04,2484.54,2026-06-01,2026-06-01 09:15:00,7296.5,SL_HIT,-2484.54,-1.0,3
LODHA,2026-06-25,2026-06-25 09:15:00,937.85,1.83,972.0,949.8,972.97,949.8,1007.73,102,99242.94,2363.34,2026-06-29,2026-06-29 09:15:00,949.8,SL_HIT,-2363.34,-1.0,4
LUPIN,2026-06-05,2026-06-05 09:15:00,2249.8,1.14,2306.3,2262.5,2308.61,2262.5,2377.78,43,99270.23,1982.73,2026-06-08,2026-06-08 09:15:00,2262.5,SL_HIT,-1982.73,-1.0,3
MGL,2026-06-15,2026-06-15 09:15:00,1094.9,2.0,1128.8,1108.9,1129.93,1108.9,1161.47,88,99433.84,1850.64,2026-06-16,2026-06-16 09:15:00,1161.47,TP_HIT,2775.52,1.5,1
MGL,2026-06-30,2026-06-30 09:15:00,1142.1,1.09,1211.2,1153.2,1212.41,1153.2,1301.23,42,50921.22,2486.82,2026-07-01,2026-07-01 10:15:00,1153.2,SL_HIT,-2486.82,-1.0,1
M&MFIN,2026-05-06,2026-05-06 09:15:00,305.55,1.78,318.3,309.3,318.62,309.3,332.6,268,85390.16,2497.76,2026-05-08,2026-05-08 10:15:00,332.6,TP_HIT,3746.64,1.5,2
M&M,2026-05-06,2026-05-06 09:15:00,3210.8,1.07,3315.7,3245.0,3319.02,3245.0,3430.05,30,99570.6,2220.6,2026-05-11,2026-05-11 09:15:00,3245.0,SL_HIT,-2220.6,-1.0,5
MRPL,2026-06-15,2026-06-15 09:15:00,161.01,2.29,171.25,164.11,171.42,164.11,182.38,341,58454.22,2492.71,2026-06-16,2026-06-16 09:15:00,164.11,SL_HIT,-2492.71,-1.0,1
MARUTI,2026-06-15,2026-06-15 09:15:00,13366.0,1.38,13885.0,13520.0,13898.88,13520.0,14467.2,6,83393.28,2273.28,2026-06-18,2026-06-18 11:15:00,13520.0,SL_HIT,-2273.28,-1.0,3
MAXHEALTH,2026-05-21,2026-05-21 09:15:00,1075.7,1.04,1111.0,1079.05,1112.11,1079.05,1161.7,75,83408.25,2479.5,2026-05-22,2026-05-22 09:15:00,1079.05,SL_HIT,-2479.5,-1.0,1
MINDACORP,2026-05-25,2026-05-25 09:15:00,574.65,1.8,603.75,584.0,604.35,584.0,634.88,122,73730.7,2482.7,2026-05-26,2026-05-26 09:15:00,584.0,SL_HIT,-2482.7,-1.0,1
MINDACORP,2026-06-15,2026-06-15 09:15:00,637.2,2.03,665.0,641.0,665.66,641.0,702.65,101,67231.66,2490.66,2026-06-17,2026-06-17 13:15:00,641.0,SL_HIT,-2490.66,-1.0,2
